Date,Open,High,Low,Close,Volume,Dividend,Split,Adj Open,Adj High,Adj Low,Adj Close,Adj Volume
11/9/2017,164.1,164.135,162.28,163.27,3381255,0,1,154.4037083,154.4366402,152.6912479,153.6227511,3381255
11/8/2017,163.34,164.68,163.27,164.05,2661622,0,1,153.6886149,154.9494374,153.6227511,154.3566627,2661622
11/7/2017,164.09,164.4,162.83,163.66,3198129,0,1,154.3942991,154.685982,153.2087496,153.9897069,3198129
11/6/2017,164.8,164.88,163.01,164.22,3275219,0,1,155.0623469,155.1376199,153.3781139,154.5166177,3275219
11/3/2017,163.01,164.99,162.68,164.39,3080591,0,1,153.3781139,155.2411202,153.0676128,154.6765728,3080591
11/2/2017,165.01,165.01,160.53,162.71,6517095,0,1,155.2599385,155.2599385,151.0446514,153.0958402,6517095
11/1/2017,166.42,166.74,165.12,165.38,3568321,0,1,156.5866248,156.8877167,155.3634388,155.608076,3568321
10/31/2017,165.4,166.34,165.1,165.78,2922416,0,1,155.6268943,156.5113518,155.3446206,155.9844409,2922416
10/30/2017,166.99,166.99,164.88,165.31,3906231,0,1,157.1229448,157.1229448,155.1376199,155.5422121,3906231
10/27/2017,166.8,167.75,166.46,167.34,3720385,0,1,156.9441715,157.8380382,156.6242613,157.4522641,3720385
10/26/2017,166.39,167.94,166.1068,167.65,3750129,0,1,156.5583974,158.0168115,156.2919311,157.7439469,3750129
10/25/2017,166.11,166.95,165.3803,166.09,2945980,0,1,156.294942,157.0853083,155.6083583,156.2761237,2945980
10/24/2017,164.67,166.46,164.65,166.03,3686538,0,1,154.9400283,156.6242613,154.92121,156.219669,3686538
10/23/2017,164.04,166.265,163.75,164.74,3995025,0,1,154.3472535,156.4407834,154.074389,155.0058921,3995025
10/20/2017,163.97,164.15,162.74,163.43,4166481,0,1,154.2813897,154.4507539,153.1240675,153.773297,4166481
10/19/2017,163.5,164.11,162.77,163.24,2675062,0,1,153.8391609,154.4131174,153.1522949,153.5945237,2675062
10/18/2017,163.42,164.24,163.35,163.45,2758595,0,1,153.7638879,154.535436,153.698024,153.7921153,2758595
10/17/2017,164.22,164.92,161.5111,163.35,4189096,0,1,154.5166177,155.1752564,151.9677804,153.698024,4189096
10/16/2017,164.47,164.67,163.26,164.22,2586716,0,1,154.7518458,154.9400283,153.6133419,154.5166177,2586716
10/13/2017,164.92,166.0699,164.35,164.47,3258984,0,1,155.1752564,156.2572114,154.6389363,154.7518458,3258984
10/12/2017,165.41,165.41,164.47,164.59,3397775,0,1,155.6363034,155.6363034,154.7518458,154.8647553,3397775
10/11/2017,165.19,165.865,164.45,165.25,2319274,0,1,155.4293027,156.0644185,154.7330276,155.4857574,2319274
10/10/2017,165.7,165.8,164.64,165.16,2755398,0,1,155.9091679,156.0032592,154.9118009,155.4010753,2755398
10/9/2017,166.14,166.63,165.42,165.71,2131587,0,1,156.3231694,156.7842164,155.6457125,155.9185771,2131587
10/6/2017,166.18,166.63,165.74,165.85,2916121,0,1,156.3608058,156.7842164,155.9468044,156.0503048,2916121
10/5/2017,165.07,166.25,164.26,166.12,3504865,0,1,155.3163932,156.4266697,154.5542542,156.3043511,3504865
10/4/2017,165.49,166.08,164.91,165.29,2746513,0,1,155.7115764,156.2667146,155.1658472,155.5233939,2746513
10/3/2017,164.06,165.28,164,165.17,3046281,0,1,154.3660718,155.5139848,154.309617,155.4104844,3046281
10/2/2017,164.2,164.25,163.22,164.02,2721377,0,1,154.4977995,154.5448451,153.5757054,154.3284353,2721377
9/29/2017,162.5,163.61,162.15,163.56,3465252,0,1,152.8982486,153.9426612,152.5689293,153.8956156,3465252
9/28/2017,160.72,162.45,160.66,162.36,4613200,0,1,151.2234247,152.851203,151.16697,152.7665209,4613200
9/27/2017,161.38,161.69,160.14,160.92,3966113,0,1,151.8444268,152.1361096,150.6776956,151.4116072,3966113
9/26/2017,161.55,162,160.79,161.26,3222646,0,1,152.0043819,152.4277924,151.2892886,151.7315173,3222646
9/25/2017,160.05,161.43,159.75,161.1,4896374,0,1,150.5930135,151.8914724,150.3107398,151.5809714,4896374
9/22/2017,159.14,160.09,159.01,159.97,3576079,0,1,149.7367833,150.6306499,149.6144647,150.5177405,3576079
9/21/2017,158.87,159.556,158.72,159.19,3082093,0,1,149.4827369,150.1282028,149.3416001,149.7838289,3082093
9/20/2017,157.57,159.39,157.36,158.68,4598009,0,1,148.259551,149.9720113,148.0619594,149.3039636,4598009
9/19/2017,157.8,158.32,157.16,157.66,3712727,0,1,148.4759608,148.9652352,147.8737769,148.3442331,3712727
9/18/2017,159,159,157.69,157.81,4010587,0,1,149.6050555,149.6050555,148.3724604,148.4853699,4010587
9/15/2017,159.98,159.99,158.29,158.4,9124244,0,1,150.5271496,150.5365587,148.9370078,149.0405082,9124244
9/14/2017,160.35,160.85,159.33,159.38,5287433,0,1,150.8752871,151.3457433,149.9155566,149.9626022,5287433
9/13/2017,160.39,161.38,159.55,160.02,4713676,0,1,150.9129236,151.8444268,150.1225573,150.5647861,4713676
9/12/2017,159.06,160.93,158.71,159.91,5793753,0,1,149.6615103,151.4210163,149.332191,150.4612857,5793753
9/11/2017,158.42,158.74,156.22,158.37,8847928,0,1,149.0593264,149.3604183,146.9893194,149.0122808,8847928
9/8/2017,159.09,160.69,157.52,159.66,10088630,0,1,149.6897376,151.1951973,148.2125053,150.2260577,10088630
9/7/2017,158.17,159.28,156.79,157.93,8264524,0,1,148.8240983,149.868511,147.5256394,148.5982794,8264524
9/6/2017,154.86,157.03,154.145,156.56,8126012,0,1,145.7096786,147.7514583,145.0369263,147.3092295,8126012
9/5/2017,151.71,153.92,151.7,152.93,7512387,0,1,142.7458049,144.8252211,142.7363958,143.8937179,7512387
9/1/2017,150.26,150.94,149.76,150.78,3383036,0,1,141.381482,142.0213024,140.9110259,141.8707564,3383036
8/31/2017,150.61,150.925,149.85,149.87,6083340,0,1,141.7108014,142.0071887,140.995708,141.0145263,6083340
8/30/2017,150,150.25,149.28,150,3640966,0,1,141.1368449,141.3720729,140.459388,141.1368449,3640966
8/29/2017,150.07,150.9,149.03,149.84,5368178,0.89,1,141.2027087,141.9836659,140.2241599,140.9862989,5368178
8/28/2017,151.94,152.39,150.43,151.39,6843168,0,1,142.1180804,142.5389908,140.7056919,141.6036342,6843168
8/25/2017,148.51,150.53,148.4,149.65,3047971,0,1,138.9098073,140.7992276,138.806918,139.9761138,3047971
8/24/2017,149.73,150.6,147.98,148.25,3735364,0,1,140.0509423,140.8647025,138.4140683,138.6666145,3735364
8/23/2017,148.58,149.48,147.4271,149.1,5235444,0,1,138.9752822,139.8171031,137.8969096,139.4616676,5235444
8/22/2017,149.29,150.58,149.29,149.91,3267404,0,1,139.6393854,140.8459954,139.6393854,140.2193065,3267404
8/21/2017,147.1,149.88,146.89,149.2,4222423,0,1,137.5909545,140.1912458,137.3945296,139.5552033,4222423
8/18/2017,149.61,149.61,146.96,147.49,6989147,0,1,139.9386995,139.9386995,137.4600045,137.9557435,6989147
8/17/2017,151.81,152.15,149.61,149.67,4460870,0,1,141.996484,142.3145052,139.9386995,139.9948209,4460870
8/16/2017,151.45,152.95,151.16,152.25,6043303,0,1,141.6597556,143.0627905,141.3885022,142.4080409,6043303
8/15/2017,154.275,154.8,148.26,150.17,13528650,0,1,144.302138,144.7932002,138.6759681,140.4624992,13528650
8/14/2017,156.04,156.05,153.56,154.26,6662484,0,1,145.9530424,145.9623959,143.633358,144.2881076,6662484
8/11/2017,154.11,155.72,153.98,154.88,3650541,0,1,144.1478042,145.6537283,144.0262078,144.8680287,3650541
8/10/2017,155.19,155.98,153.88,153.88,4432313,0,1,145.1579893,145.896921,143.9326721,143.9326721,4432313
8/9/2017,153.35,155.57,153.32,155.26,3844857,0,1,143.4369332,145.5134248,143.4088725,145.2234642,3844857
8/8/2017,153.32,154.2,153.08,153.35,3218945,0,1,143.4088725,144.2319863,143.1843869,143.4369332,3218945
8/7/2017,152.83,154.47,152.47,153.35,3833620,0,1,142.9505477,144.4845325,142.6138194,143.4369332,3833620
8/4/2017,151.01,152.75,150.8,152.75,3258581,0,1,141.2481987,142.8757192,141.0517738,142.8757192,3258581
8/3/2017,150.7,152.03,150.5,150.79,5146465,0,1,140.9582382,142.2022625,140.7711669,141.0424203,5146465
8/2/2017,149.94,150.86,149.92,150.5,3754192,0,1,140.2473672,141.1078952,140.22866,140.7711669,3754192
8/1/2017,150.24,150.39,148.95,149.85,4110605,0,1,140.5279742,140.6682776,139.3213642,140.1631851,4110605
7/31/2017,148,149.98,147.54,149.6,5253318,0,1,138.4327754,140.2847814,138.0025114,139.9293459,5253318
7/28/2017,147.9,148.27,147.32,148.08,3421081,0,1,138.3392397,138.6853217,137.7967329,138.5076039,3421081
7/27/2017,146.18,147.86,145.89,147.73,5399029,0,1,136.7304264,138.3018255,136.459173,138.1802291,5399029
7/26/2017,146.86,147.245,145.96,146.69,2835975,0,1,137.3664689,137.7265812,136.5246479,137.2074583,2835975
7/25/2017,145.74,147.4,145.28,146.97,5002381,0,1,136.3188695,137.8715614,135.8886055,137.4693581,5002381
7/24/2017,146.61,146.69,144.25,144.58,7294422,0,1,137.1326297,137.2074583,134.9251882,135.2338559,7294422
7/21/2017,147.03,147.46,146.13,146.65,9120167,0,1,137.5254795,137.9276828,136.6836586,137.170044,9120167
7/20/2017,152.56,152.57,145.61,147.03,18258694,0,1,142.6980014,142.707355,136.1972731,137.5254795,18258694
7/19/2017,152.55,154,152.55,153.3,2808385,0,1,142.6886479,144.0449149,142.6886479,143.3901653,2808385
7/18/2017,153.75,153.86,151.98,152.17,3783567,0,1,143.8110758,143.913965,142.1554946,142.3332124,3783567
7/17/2017,152.9,154.5,152.72,153.89,4166468,0,1,143.0160227,144.5125932,142.8476585,143.9420257,4166468
7/14/2017,153.22,153.67,151.82,152.88,3588205,0,1,143.3153368,143.7362473,142.0058376,142.9973156,3588205
7/13/2017,152.82,154.13,152.6,153.29,3287961,0,1,142.9411942,144.1665113,142.7354157,143.3808118,3287961
7/12/2017,151.46,153.14,151.09,152.59,4275878,0,1,141.6691092,143.2405083,141.3230273,142.7260621,4275878
7/11/2017,151.45,151.81,150.5,150.6,5641983,0,1,141.6597556,141.996484,140.7711669,140.8647025,5641983
7/10/2017,152.22,152.26,151,151.18,5081101,0,1,142.3799802,142.4173945,141.2388452,141.4072093,5081101
7/7/2017,152.04,152.87,151.9,152.23,3775383,0,1,142.211616,142.987962,142.0806661,142.3893338,3775383
7/6/2017,151.77,152.48,151.22,152.05,3408538,0,1,141.9590697,142.6231729,141.4446236,142.2209696,3408538
7/5/2017,154.01,154.295,151.46,152.69,4432537,0,1,144.0542685,144.3208451,141.6691092,142.8195978,4432537
7/3/2017,154.39,154.79,153.71,154.01,1658535,0,1,144.409704,144.7838466,143.7736615,144.0542685,1658535
6/30/2017,152.51,154,152.27,153.4,3640801,0,1,142.6512336,144.0449149,142.426748,143.483701,3640801
6/29/2017,152.77,153,151.52,152.16,2855395,0,1,142.8944263,143.1095583,141.7252306,142.3238588,2855395
6/28/2017,152.75,153.45,152.36,153.23,5084618,0,1,142.8757192,143.5304688,142.5109301,143.3246904,5084618
6/27/2017,151.06,153.25,150.75,152.24,4567125,0,1,141.2949666,143.3433975,141.005006,142.3986873,4567125
6/26/2017,151.67,151.97,151.13,151.42,4128535,0,1,141.8655341,142.1461411,141.3604415,141.6316949,4128535
6/23/2017,155.16,155.23,150.91,151.31,11422231,0,1,145.1299286,145.1954035,141.1546631,141.5288057,11422231
6/22/2017,156.44,157.07,155.47,155.48,3347363,0,1,146.327185,146.9164597,145.4198891,145.4292427,3347363
6/21/2017,157.91,158.53,156.43,156.59,4071298,0,1,147.7021592,148.2820803,146.3178314,146.4674885,4071298
6/20/2017,158.73,159.2242,157.6,157.67,4201226,0,1,148.4691516,148.9314048,147.4121987,147.4776736,4201226
6/19/2017,156.91,159.03,156.39,158.81,5195484,0,1,146.7668026,148.7497586,146.2804172,148.5439801,5195484
6/16/2017,156.25,156.69,155.41,156.64,9105408,0,1,146.1494673,146.5610242,145.3637677,146.5142563,9105408
6/15/2017,156.13,157.27,154.92,156.77,3972260,0,1,146.0372245,147.103531,144.905443,146.6358527,3972260
6/14/2017,154.5,157.28,153.96,156.76,5999411,0,1,144.5125932,147.1128846,144.0075007,146.6264991,5999411
6/13/2017,152.31,154.04,152.06,153.99,3753767,0,1,142.4641623,144.0823292,142.2303231,144.0355614,3753767
6/12/2017,152.8,153.3,151.73,152.18,4473919,0,1,142.922487,143.3901653,141.9216555,142.3425659,4473919
6/9/2017,154,154,152.78,152.96,4705349,0,1,144.0449149,144.0449149,142.9037799,143.0721441,4705349
6/8/2017,155.16,155.2335,153.3801,153.5,4041556,0,1,145.1299286,145.1986773,143.4650874,143.5772366,4041556
6/7/2017,154.69,155.3,154.35,154.96,3158964,0,1,144.690311,145.2608785,144.3722897,144.9428573,3158964
6/6/2017,154.44,154.66,153.65,154.2,3260265,0,1,144.4564718,144.6622503,143.7175401,144.2319863,3260265
6/5/2017,155.53,155.62,154.23,154.79,2651789,0,1,145.4760105,145.5601926,144.260047,144.7838466,2651789
6/2/2017,154.79,155.86,154.42,155.35,3485310,0,1,144.7838466,145.7846782,144.4377647,145.3076463,3485310
6/1/2017,153.52,155.16,152.74,155.15,3384233,0,1,143.5959438,145.1299286,142.8663656,145.120575,3384233
5/31/2017,154.36,154.38,153.28,153.51,7158383,0,1,144.3816433,144.4003504,143.3714582,143.5865902,7158383
5/30/2017,154,154.56,153.52,153.88,3504291,0.89,1,144.0449149,144.5687146,143.5959438,143.9326721,3504291
5/26/2017,156.1,156.42,154.64,154.9,4284660,0,1,145.1695427,145.4671356,143.811775,144.0535693,4284660
5/25/2017,156.2,156.69,155.35,156.46,3110736,0,1,145.2625405,145.7182296,144.4720593,145.5043347,3110736
5/24/2017,154.7,155.43,153.29,155,4592587,0,1,143.8675737,144.5464575,142.5563049,144.146567,4592587
5/23/2017,155.91,156.43,154.68,154.83,4640854,0,1,144.9928469,145.4764354,143.8489741,143.9884708,4640854
5/22/2017,156.49,157,155.8,155.96,3800660,0,1,145.532234,146.0065228,144.8905493,145.0393458,3800660
5/19/2017,156.04,156.74,155.32,156.3,4781806,0,1,145.113744,145.7647285,144.44416,145.3555383,4781806
5/18/2017,155.48,156.665,155.24,155.7,4858557,0,1,144.5929564,145.6949802,144.3697617,144.7975515,4858557
5/17/2017,157.08,157.3,155.89,156.09,5936974,0,1,146.080921,146.2855161,144.9742473,145.1602429,5936974
5/16/2017,160.11,160.86,158.05,158.26,10120878,0,1,148.8987539,149.5962373,146.9829995,147.1782948,10120878
5/15/2017,157.28,157.84,156.66,157.33,6045540,0,1,146.2669166,146.7877041,145.6903303,146.3134154,6045540
5/12/2017,156.39,157.2,155.75,156.92,2926365,0,1,145.4392363,146.1925183,144.8440504,145.9321245,2926365
5/11/2017,157.35,157.7,155.33,156.2,3929068,0,1,146.332015,146.6575073,144.4534597,145.2625405,3929068
5/10/2017,157.52,158.15,157.3,158.13,2617601,0,1,146.4901112,147.0759973,146.2855161,147.0573977,2617601
5/9/2017,157.04,157.74,156.29,157.68,3004377,0,1,146.0437219,146.6947064,145.3462385,146.6389077,3004377
5/8/2017,155.85,157.16,155.49,156.89,3184576,0,1,144.9370482,146.1553192,144.6022562,145.9042252,3184576
5/5/2017,155.34,155.75,154.09,155.73,2500636,0,1,144.4627595,144.8440504,143.3002872,144.8254509,2500636
5/4/2017,155.46,155.64,154.26,154.86,3793067,0,1,144.5743569,144.7417529,143.4583834,144.0163702,3793067
5/3/2017,155.16,155.39,154.59,155,2445464,0,1,144.2953635,144.5092584,143.7652761,144.146567,2445464
5/2/2017,154.49,155.16,153.76,154.95,3295105,0,1,143.6722783,144.2953635,142.9933945,144.1000682,3295105
5/1/2017,156.22,156.27,154.21,154.21,3152949,0,1,145.28114,145.3276389,143.4118845,143.4118845,3152949
4/28/2017,156.01,156.25,154.102,156.1,4983041,0,1,145.0858447,145.3090394,143.3114469,145.1695427,4983041
4/27/2017,154.69,156.27,153.89,156.12,5881432,0,1,143.8582739,145.3276389,143.1142916,145.1881422,5881432
4/26/2017,153.11,154.8076,152.4,154.22,5120177,0,1,142.3889089,143.9676393,141.7286246,143.4211843,5120177
4/25/2017,152.79,154.65,152.79,153.03,5496453,0,1,142.091316,143.8210748,142.091316,142.3145107,5496453
4/24/2017,151.08,152.0601,150.85,151.89,5077174,0,1,140.5010539,141.4125252,140.287159,141.2543359,5077174
4/21/2017,148.49,150.146,148.4,150,5019927,0,1,138.0924112,139.6324546,138.0087132,139.4966778,5019927
4/20/2017,147.66,149.05,147.44,148.72,3700195,0,1,137.3205296,138.6131988,137.1159345,138.3063061,3700195
4/19/2017,147.93,148.4,147.02,147.22,3460975,0,1,137.5716236,138.0087132,136.7253438,136.9113394,3460975
4/18/2017,147.06,148.18,146.77,147.76,2969413,0,1,136.7625429,137.8041181,136.4928493,137.4135274,2969413
4/17/2017,145.9,147.31,145.76,147.31,3467650,0,1,135.6837686,136.9950374,135.5535717,136.9950374,3467650
4/13/2017,146.42,147.01,145.87,145.91,2346886,0,1,136.1673571,136.716044,135.6558693,135.6930684,2346886
4/12/2017,147.42,147.57,146.367,146.54,4445599,0,1,137.0973349,137.2368316,136.1180683,136.2789544,4445599
4/11/2017,147.91,148.65,147.1,148.2,2844794,0,1,137.5530241,138.2412077,136.799742,137.8227177,2844794
4/10/2017,146.96,148.995,146.75,148.21,5044458,0,1,136.6695451,138.56205,136.4742498,137.8320174,5044458
4/7/2017,147.1,147.8,146.9,147.13,2869120,0,1,136.799742,137.4507265,136.6137464,136.8276414,2869120
4/6/2017,147.04,147.96,147,147.24,2699679,0,1,136.7439433,137.599523,136.7067442,136.9299389,2699679
4/5/2017,146.63,148.44,146.58,146.64,3390363,0,1,136.3626524,138.0459123,136.3161535,136.3719522,3390363
4/4/2017,146.5,146.9,146.05,146.34,3124200,0,1,136.2417553,136.6137464,135.8232653,136.0929589,3124200
4/3/2017,146.94,147.2005,146.09,146.62,3775283,0,1,136.6509456,136.8932048,135.8604644,136.3533527,3775283
3/31/2017,146.87,147.18,146.65,146.83,3248666,0,1,136.5858471,136.8741402,136.381252,136.548648,3248666
3/30/2017,146.72,147.38,146.43,146.95,2450781,0,1,136.4463504,137.0601358,136.1766569,136.6602453,2450781
3/29/2017,146.37,147.42,145.96,147.04,3729973,0,1,136.1208582,137.0973349,135.7395673,136.7439433,3729973
3/28/2017,147.29,147.35,145.94,147.2,4635519,0,1,136.9764378,137.0322365,135.7209677,136.8927398,4635519
3/27/2017,147.07,147.68,146.26,146.87,2943006,0,1,136.7718427,137.3391292,136.0185606,136.5858471,2943006
3/24/2017,147.85,150.15,147.01,147.71,4735350,0,1,137.4972254,139.6361745,136.716044,137.3670285,4735350
3/23/2017,147.28,148.41,147.03,147.99,3219352,0,1,136.967138,138.018013,136.7346436,137.6274223,3219352
3/22/2017,146.73,147.93,146.06,147.36,3169038,0,1,136.4556502,137.5716236,135.8325651,137.0415363,3169038
3/21/2017,148.33,148.7,146.26,146.61,4530019,0,1,137.9436148,138.2877066,136.0185606,136.3440529,4530019
3/20/2017,149.38,149.59,147.7,147.8,5906058,0,1,138.9200915,139.1153869,137.3577287,137.4507265,5906058
3/17/2017,149.4,149.99,148.13,149.6,9001961,0,1,138.9386911,139.487378,137.7576192,139.1246866,9001961
3/16/2017,148.4,149.19,148.01,148.73,3544464,0,1,138.0087132,138.7433957,137.6460219,138.3156059,3544464
3/15/2017,147.35,148.38,146.76,147.95,3670513,0,1,137.0322365,137.9901137,136.4835495,137.5902232,3670513
3/14/2017,147.27,147.59,146.46,147.16,3272706,0,1,136.9578383,137.2554312,136.2045562,136.8555407,3272706
3/13/2017,147.33,147.67,146.5,147.43,2933276,0,1,137.0136369,137.3298294,136.2417553,137.1066347,2933276
3/10/2017,147.24,147.46,146.45,146.85,3122443,0,1,136.9299389,137.134534,136.1952564,136.5672476,3122443
3/9/2017,147.08,147.16,146.53,146.62,3594694,0,1,136.7811425,136.8555407,136.2696546,136.3533527,3594694
3/8/2017,146.22,147.12,145.92,146.92,3614479,0,1,135.9813615,136.8183416,135.7023682,136.632346,3614479
3/7/2017,146.33,146.95,145.83,146.02,3995889,0.89,1,136.0836591,136.6602453,135.6186701,135.7953659,3995889
3/6/2017,147.13,147.51,146.58,147.13,3998026,0,1,135.9987216,136.3499723,135.4903324,135.9987216,3998026
3/3/2017,148.12,148.26,146.82,147.81,3413398,0,1,136.9138221,137.0432302,135.712175,136.6272755,3413398
3/2/2017,147.08,148.23,146.3886,147.95,4053352,0,1,135.9525044,137.0154999,135.313413,136.7566836,4053352
3/1/2017,146.72,147.6999,145.891,146.68,6213540,0,1,135.6197406,136.5255052,134.8534595,135.5827668,6213540
2/28/2017,144.98,145.63,144.465,144.91,4211949,0,1,134.0113822,134.6122057,133.535345,133.9466781,4211949
2/27/2017,145.87,146.01,144.8,145.3,4388414,0,1,134.8340483,134.9634564,133.8450003,134.3071722,4388414
2/24/2017,144.65,146.0799,144.65,145.95,3516680,0,1,133.7063487,135.028068,133.7063487,134.9079958,3516680
2/23/2017,146.11,146.33,144.51,144.71,4184046,0,1,135.0558908,135.2592465,133.5769405,133.7618093,4184046
2/22/2017,145.05,145.47,143.97,145.25,5037762,0,1,134.0760862,134.4643107,133.0777948,134.260955,5037762
2/21/2017,145.6,145.65,143.25,145.02,9274668,0,1,134.5844754,134.6306926,132.4122672,134.0483559,9274668
2/17/2017,141.36,143.12,141,143,5105647,0,1,130.6652572,132.2921025,130.3324933,132.1811812,5105647
2/16/2017,142.39,142.985,140.9,141.54,4295811,0,1,131.6173314,132.167316,130.240059,130.8316391,4295811
2/15/2017,141.27,142.66,140.95,142.19,4343541,0,1,130.5820662,131.8669043,130.2862761,131.4324626,4343541
2/14/2017,139.95,141.365,139.34,141.36,4775167,0,1,129.3619322,130.6698789,128.7980824,130.6652572,4775167
2/13/2017,140.48,140.65,139.05,139.87,2753068,0,1,129.8518345,130.008973,128.5300227,129.2879847,2753068
2/10/2017,138.6,140.57,138.245,139.85,3296963,0,1,128.1140679,129.9350255,127.7859258,129.2694978,3296963
2/9/2017,137.78,139.15,137.41,138.71,2931873,0,1,127.3561059,128.6224571,127.0140987,128.2157458,2931873
2/8/2017,136.89,137.91,136.82,137.88,2882742,0,1,126.5334398,127.4762706,126.4687357,127.4485403,2882742
2/7/2017,137.16,137.7,136.33,136.65,3239029,0,1,126.7830127,127.2821584,126.0158072,126.3115973,3239029
2/6/2017,137.43,137.9,136.45,136.49,3863165,0,1,127.0325855,127.4670272,126.1267285,126.1637022,3863165
2/3/2017,137.26,138.47,136.97,137.98,2653721,0,1,126.8754471,127.9939032,126.6073873,127.5409747,2653721
2/2/2017,137.47,137.55,136.56,136.95,2197649,0,1,127.0695593,127.1435068,126.2284063,126.5889005,2197649
2/1/2017,137.66,137.96,136.53,137.44,2968601,0,1,127.2451846,127.5224878,126.200676,127.041829,2968601
1/31/2017,137.63,138.615,136.85,137.58,3226774,0,1,127.2174543,128.1279331,126.4964661,127.1712371,3226774
1/30/2017,137.99,138.49,136.86,138.47,2704899,0,1,127.5502181,128.0123901,126.5057095,127.9939032,2704899
1/27/2017,138.8,138.83,137.7,138.33,3149024,0,1,128.2989367,128.326667,127.2821584,127.8644951,3149024
1/26/2017,138.01,139.18,137.71,138.46,2931491,0,1,127.568705,128.6501874,127.2914018,127.9846598,2931491
1/25/2017,138.45,139.37,137.43,137.48,3631714,0,1,127.9754163,128.8258127,127.0325855,127.0788027,3631714
1/24/2017,137.88,138.38,137.3,138.06,4055080,0,1,127.4485403,127.9107123,126.9124208,127.6149222,4055080
1/23/2017,135.31,138.27,135,138.07,7055951,0,1,125.0729764,127.8090344,124.7864298,127.6241656,7055951
1/20/2017,135.26,136,134.6,135.6,4853702,0,1,125.0267592,125.7107737,124.4166922,125.3410362,4853702
1/19/2017,136,136.78,134.93,135.39,5078666,0,1,125.7107737,126.431762,124.7217257,125.1469239,5078666
1/18/2017,135.9,136.295,134.92,136.16,3869678,0,1,125.6183393,125.9834552,124.7124823,125.8586688,3869678
1/17/2017,135.09,136.48,134.76,135.93,3976936,0,1,124.8696208,126.1544588,124.5645873,125.6460696,3976936
1/13/2017,134.92,135.75,134.76,135.04,3117703,0,1,124.7124823,125.4796877,124.5645873,124.8234036,3117703
1/12/2017,135.51,135.53,133.94,135.07,3600181,0,1,125.2578452,125.2763321,123.8066252,124.8511339,3600181
1/11/2017,136.1,136.385,134.74,135.7,4643728,0,1,125.8032081,126.0666461,124.5461004,125.4334705,4643728
1/10/2017,134,136.38,133.77,136.1,5928339,0,1,123.8620859,126.0620244,123.6494868,125.8032081,5928339
1/9/2017,133.22,134.76,133.14,134.31,4310227,0,1,123.1410976,124.5645873,123.0671501,124.1486325,4310227
1/6/2017,133.97,134.33,133.05,133.53,3827482,0,1,123.8343556,124.1671194,122.9839591,123.4276442,3827482
1/5/2017,134.98,135.46,133.7801,133.9,3821073,0,1,124.7679429,125.211628,123.6588226,123.7696515,3821073
1/4/2017,134.34,135.94,134.21,135.5,4055284,0,1,124.1763628,125.6553131,124.0561981,125.2486018,4055284
1/3/2017,135.1,135.51,133.589,134.31,5300410,0,1,124.8788642,125.2578452,123.4821805,124.1486325,5300410
12/30/2016,135.64,135.82,133.83,134.08,4149140,0,1,125.3780099,125.5443918,123.7049474,123.9360334,4149140
12/29/2016,135.02,135.8499,134.63,135.1,2777885,0,1,124.8049167,125.5720297,124.4444225,124.8788642,2777885
12/28/2016,135.57,135.86,134.66,135.07,3369386,0,1,125.3133058,125.5813656,124.4721529,124.8511339,3369386
12/27/2016,134.76,135.72,134.71,135.26,2254748,0,1,124.5645873,125.4519574,124.5183701,125.0267592,2254748
12/23/2016,135.65,135.99,134.79,135.05,2337685,0,1,125.3872534,125.7015303,124.5923176,124.832647,2337685
12/22/2016,136.25,137,135.18,135.43,4094496,0,1,125.9418597,126.6351176,124.9528117,125.1838977,4094496
12/21/2016,136.93,137.24,136.56,136.83,2705503,0,1,126.5704136,126.8569602,126.2284063,126.4779792,2705503
12/20/2016,135.65,137.24,135.43,137.11,4301529,0,1,125.3872534,126.8569602,125.1838977,126.7367955,4301529
12/19/2016,135.06,136.5,134.79,135.44,3463103,0,1,124.8418904,126.1729457,124.5923176,125.1931411,3463103
12/16/2016,136.11,136.61,135.05,135.11,9429194,0,1,125.8124516,126.2746235,124.832647,124.8881076,9429194
12/15/2016,136.51,137.325,135.77,135.84,5839829,0,1,126.1821891,126.9355294,125.4981746,125.5628787,5839829
12/14/2016,136.05,136.88,135.75,135.98,7033396,0,1,125.7569909,126.5241964,125.4796877,125.6922868,7033396
12/13/2016,134.55,136.89,134.55,136.54,6886268,0,1,124.370475,126.5334398,124.370475,126.2099194,6886268
12/12/2016,133.13,134.66,133.13,134.58,6276056,0,1,123.0579067,124.4721529,123.0579067,124.3982054,6276056
12/9/2016,132.51,133.4,131.1,133.39,5174577,0,1,122.4848134,123.3074795,121.1814885,123.2982361,5174577
12/8/2016,132.21,133.13,131.58,132.53,4975219,0,1,122.2075103,123.0579067,121.6251736,122.5033003,4975219
12/7/2016,128.75,133.06,128.75,132.46,6987286,0,1,119.0092803,122.9932026,119.0092803,122.4385962,6987286
12/6/2016,130.13,130.14,128.6775,128.74,4292631,0,1,120.2848749,120.2941183,118.9422653,119.0000368,4292631
12/5/2016,130.32,130.46,129.56,129.68,4065425,0,1,120.4605002,120.5899084,119.7579989,119.8689201,4065425
12/2/2016,129.04,130.615,128.91,129.87,3738323,0,1,119.27734,120.7331817,119.1571753,120.0445455,3738323
12/1/2016,129.34,130.35,129,129.47,5398644,0,1,119.5546432,120.4882306,119.2403663,119.6748079,5398644
